text,category,quality
Write a short story about a character who has the ability to time travel and must navigate the consequences of altering the past.,Writing,good
Write a poem about the beauty of nature.,Writing,poor
Create a story about a character who has a special gift.,Writing,poor
Develop a plot for a novel.,Writing,poor
Write a short story about two people who fall in love.,Writing,poor
Create a character for a story.,Writing,poor
Write a scene in a fantasy novel.,Writing,poor
Develop a marketing strategy for a new product.,Writing,poor
Write a short story about a character who has a secret.,Writing,poor
Create a story with a twist ending.,Writing,poor
Write a poem about a person.,Writing,poor
Write a short story about a boy who discovers a hidden world.,Writing,poor
Create a character's motivations for a story.,Writing,poor
Write a scene in a romance novel.,Writing,poor
Develop a plot for a young adult novel.,Writing,poor
Write a short story about a character who has a unique ability.,Writing,poor
Write a poem about a place.,Writing,poor
Write a short story about a group of friends who go on a road trip.,Writing,poor
Create a story with a surprising revelation.,Writing,poor
Write a short story about a character who must make a difficult choice.,Writing,good
Develop a marketing strategy for a new business.,Writing,poor
Write a short story about a boy who discovers a magical artifact.,Writing,good
Write a scene in a mystery novel.,Writing,good
Create a compelling character arc for a protagonist in a young adult novel.,Writing,excellent
Write a historical fiction short story about the first landing on the moon.,Writing,good
Write a short story about a character who has a secret that could ruin their reputation.,Writing,good
Develop a detailed world-building guide for a fantasy novel.,Writing,excellent
Write a sci-fi short story about a group of astronauts who discover a way to travel faster than light.,Writing,excellent
Create a story with a moral lesson.,Writing,poor
Write a short story about a character who must navigate the consequences of their actions.,Writing,good
Write a short story about two characters who fall in love despite their differences.,Writing,good
Develop a marketing plan for a new app.,Writing,poor
Write a short story about a character who has a unique skill.,Writing,good
Create a compelling villain for a fantasy novel.,Writing,excellent
"Write a historical fiction novel chapter 5. The war had ended, and the survivors must rebuild their lives.",Writing,excellent
Write a poem about a feeling.,Writing,poor
Create a story with a surprising twist.,Writing,poor
Write a short story about a character who must make a difficult choice.,Writing,good
Develop a marketing strategy for a new product.,Writing,poor
Write a short story about a boy who discovers a mysterious island.,Writing,good
Write a short story about a character who has a secret that could ruin their reputation.,Writing,good
Create a compelling character for a romance novel.,Writing,excellent
"Write a short story about a group of friends who embark on a road trip across the United States, incorporating the themes of friendship, self-discovery, and the American Dream. Format the story as a series of vignettes, each set in a different state. The story should be 10,000 words long and include at least three distinct plot twists.",Writing,excellent
"Describe a world where AI has surpassed human intelligence and has taken over all aspects of society. Write in the style of a dystopian novel, focusing on the theme of oppression and resistance. The story should be told from the perspective of a young protagonist.",Writing,excellent
"Write a scene for a romantic comedy where the two leads, a chef and a food blogger, have a heated argument over the best type of pizza crust. Incorporate witty banter and physical comedy.",Writing,excellent
Write a 500-word essay on the impact of social media on mental health. Use real-world statistics and research to support your arguments.,Writing,good
"Describe a future where space travel is available to the general public. Write in the style of a science fiction novel, focusing on the theme of exploration and discovery.",Writing,good
Write a poem about a person who is struggling to find their place in the world. Use imagery and metaphor to convey the emotions and themes.,Writing,good
Create a script for a commercial for a new smartphone with advanced camera capabilities. Include a catchy slogan and a visually appealing setting.,Writing,good
Write a short script for a horror movie scene where a group of friends discover a mysterious and abandoned asylum. Incorporate jump scares and atmospheric tension.,Writing,good
"Describe a day in the life of a person living in a futuristic city with flying cars and towering skyscrapers. Write in the style of a science fiction novel, focusing on the theme of technology and society.",Writing,good
Write a personal essay about a challenging experience you had and how it shaped your perspective on life.,Writing,good
"Create a character profile for a protagonist in a fantasy novel. Include their backstory, motivations, and personality traits.",Writing,good
"Describe a world where magic is a real and accepted part of society. Write in the style of a fantasy novel, focusing on the theme of power and responsibility.",Writing,good
Write a scene for a mystery novel where a detective is investigating a crime scene. Incorporate details about the victim and the surrounding environment.,Writing,good
Describe a person who is struggling to cope with the loss of a loved one. Use sensory details to convey their emotions and experiences.,Writing,good
Create a script for a children's story about a group of animals who learn to work together to overcome a challenge.,Writing,good
Write a short script for a comedy TV show scene where two characters get into a ridiculous argument over a silly topic.,Writing,good
"Describe a city that is entirely underwater. Write in the style of a science fiction novel, focusing on the theme of adaptation and survival.",Writing,good
Write a 300-word review of a new restaurant in town. Use descriptive language to convey the atmosphere and cuisine.,Writing,good
"Create a character profile for an antagonist in a science fiction novel. Include their backstory, motivations, and personality traits.",Writing,good
"Describe a world where time is currency and people trade years of their lives for material possessions. Write in the style of a dystopian novel, focusing on the theme of value and worth.",Writing,good
Write a poem about a person who is struggling to find their place in the world. Use imagery and metaphor to convey the emotions and themes.,Writing,good
Create a script for a documentary about a group of people who are working to protect a endangered species.,Writing,good
"Describe a city that exists in a state of perpetual daylight. Write in the style of a science fiction novel, focusing on the theme of time and perception.",Writing,good
Write a short essay on the benefits and drawbacks of a universal basic income. Use real-world examples and data to support your arguments.,Writing,good
"Create a character profile for a protagonist in a historical drama novel. Include their backstory, motivations, and personality traits.",Writing,good
"Describe a world where memories can be transferred from one person to another. Write in the style of a science fiction novel, focusing on the theme of identity and human connection.",Writing,excellent
Write a poem about the beauty of nature. Use imagery and metaphor to convey the emotions and themes.,Writing,poor
"Create a character profile for a character in a story. Include their name, age, and personality traits.",Writing,poor
Describe a day in the life of a person. Write using 250 words.,Writing,poor
Write a short script for a scene in a movie. The scene should be 5 lines long and include a conversation between two characters.,Writing,poor
Describe a place. Write using 100 words.,Writing,poor
Create a character profile for a villain in a story. Include their backstory and motivations.,Writing,poor
Write a short story about a person who is struggling to find their place in the world. Write using 500 words.,Writing,poor
"Describe a world where technology has advanced to the point where humans are no longer needed. Write in the style of a science fiction novel, focusing on the theme of obsolescence.",Writing,poor
Write a poem about a person who is struggling to cope with a difficult situation. Use imagery and metaphor to convey the emotions and themes.,Writing,poor
Create a script for a commercial for a new product. Include a catchy slogan and a visually appealing setting.,Writing,poor
"Describe a city that is entirely made of gold. Write in the style of a fantasy novel, focusing on the theme of wealth and luxury.",Writing,poor
Write a short essay on the benefits of a plant-based diet. Use real-world examples and data to support your arguments.,Writing,poor
Create a character profile for a hero in a story. Include their backstory and motivations.,Writing,poor
"Describe a world where gravity does not exist. Write in the style of a science fiction novel, focusing on the theme of adaptation and survival.",Writing,poor
Write a short story about a group of friends who go on a camping trip. Write using 1000 words.,Writing,poor
Create a script for a children's story about a group of animals who learn to work together to overcome a challenge. Include a catchy song and a visually appealing setting.,Writing,poor
"Describe a city that exists in a state of perpetual darkness. Write in the style of a horror novel, focusing on the theme of fear and survival.",Writing,poor
Write a 300-word review of a new restaurant. Use descriptive language to convey the atmosphere and cuisine.,Writing,poor
"Create a character profile for a person who is struggling to find their place in the world. Include their backstory, motivations, and personality traits.",Writing,poor
"Describe a world where people can communicate with animals. Write in the style of a fantasy novel, focusing on the theme of human-animal connection.",Writing,poor
Write a short essay on the benefits of exercise for mental health. Use real-world examples and data to support your arguments.,Writing,poor
"Write a short story about a woman who discovers a hidden underwater city while on a scuba diving trip in the Great Barrier Reef. The story should be 500 words, first-person narrative, and include a sense of wonder and curiosity.",Writing,excellent
Write a sales copy for a new electric car model. Focus on the car's eco-friendliness and sleek design.,Writing,good
Imagine a world where robots have taken over. Describe it.,Writing,poor
Create a script for a 30-second commercial for a new coffee shop. The ad should feature a busy morning scene with people rushing to grab their morning coffee. Include a catchy jingle and a call-to-action.,Writing,excellent
Write a character sketch of a protagonist in a fantasy novel. He's a 25-year-old wizard with a mysterious past.,Writing,good
Describe a futuristic city on Mars to a group of aliens.,Writing,poor
"Write a persuasive essay arguing in favor of stricter gun control laws in the United States. The essay should be 750 words, include statistical data and expert opinions, and be written in a formal tone.",Writing,excellent
Write a product description for a new smartwatch model. Focus on its fitness tracking features and sleek design.,Writing,good
Imagine a world with no gravity. Describe a typical day.,Writing,poor
Create a script for a 5-minute podcast episode on the benefits of meditation for mental health. Include a mix of personal stories and expert opinions.,Writing,excellent
Write a scene from a romance novel where the couple shares their first kiss.,Writing,good
Write a letter to the editor of a newspaper about a local issue.,Writing,poor
"Write a short story about a person who discovers a hidden talent for painting. The story should be 250 words, third-person narrative, and include a sense of surprise and joy.",Writing,excellent
Write a product comparison between two smartphone models. Focus on their camera features and battery life.,Writing,good
Imagine a world where time is currency. Describe it.,Writing,poor
Create a script for a 60-second explainer video on how renewable energy works.,Writing,excellent
Write a character sketch of a villain in a superhero movie. He's a 40-year-old tech mogul with a personal vendetta against the hero.,Writing,good
Describe a typical day in the life of a college student.,Writing,poor
"Write a persuasive essay arguing in favor of increased funding for arts programs in schools. The essay should be 1000 words, include personal anecdotes and expert opinions, and be written in a formal tone.",Writing,excellent
Write a product description for a new line of eco-friendly cleaning products. Focus on their natural ingredients and effectiveness.,Writing,good
Imagine a world with no sound. Describe a typical day.,Writing,poor
Create a script for a 10-minute panel discussion on the future of space exploration. Include a mix of experts and personal perspectives.,Writing,excellent
"Write a short story about a group of friends who embark on a road trip across the United States. The story should be 1500 words, first-person narrative, and include a sense of adventure and camaraderie.",Writing,good
Write a product review of a new wireless headphone model. Focus on its sound quality and battery life.,Writing,poor
"Write a persuasive essay arguing in favor of universal healthcare. The essay should be 500 words, include statistical data and expert opinions, and be written in a formal tone.",Writing,excellent
Write a scene from a mystery novel where the detective discovers a crucial clue.,Writing,good
Imagine a world where emotions are physical manifestations. Describe it.,Writing,poor
Create a script for a 2-minute animated explainer video on the concept of climate change.,Writing,excellent
Write a character sketch of a love interest in a romantic comedy. She's a 25-year-old free-spirited artist with a quirky sense of humor.,Writing,good
Describe a typical day in the life of a working mother.,Writing,poor
"Write a persuasive essay arguing in favor of stricter environmental regulations. The essay should be 750 words, include statistical data and expert opinions, and be written in a formal tone.",Writing,excellent
Write a product description for a new smart home device. Focus on its convenience and energy efficiency.,Writing,good
Imagine a world with no colors. Describe a typical day.,Writing,poor
Create a script for a 5-minute podcast episode on the benefits of journaling for mental health. Include a mix of personal stories and expert opinions.,Writing,excellent
"Write a short story about a person who discovers a hidden talent for playing the guitar. The story should be 300 words, first-person narrative, and include a sense of joy and accomplishment.",Writing,good
Write a product comparison between two laptop models. Focus on their performance and battery life.,Writing,poor
"Write a persuasive essay arguing in favor of increased funding for education. The essay should be 1000 words, include statistical data and expert opinions, and be written in a formal tone.",Writing,excellent
Write a scene from a science fiction novel where the protagonist encounters an alien species.,Writing,good
Imagine a world where dreams are a parallel reality. Describe it.,Writing,poor
Create a script for a 60-second explainer video on how blockchain technology works.,Writing,excellent
Write a character sketch of a supporting character in a fantasy novel. She's a 30-year-old warrior with a troubled past.,Writing,good
Describe a typical day in the life of a busy entrepreneur.,Writing,poor
"Write a persuasive essay arguing in favor of stricter gun laws in the United States. The essay should be 750 words, include statistical data and expert opinions, and be written in a formal tone.",Writing,excellent
Write a product description for a new line of outdoor gear. Focus on its durability and water resistance.,Writing,good
Imagine a world with no pain. Describe a typical day.,Writing,poor
"Write a 5-paragraph essay on the cultural impact of virtual reality on society by 2025, including a critique of its accessibility and social implications. Format the essay as a persuasive piece with a clear thesis statement. Assume an audience with a background in social sciences. Limit the text to 750 words.",Writing,excellent
"Create a short story about a character who discovers a hidden world in their city. The story should be 2-3 pages long, written in the first person, and include a sense of wonder and mystery. Use vivid descriptions to bring the world to life.",Writing,excellent
"I want to write a script for a fantasy movie. It has to have dragons, magic, and adventure. Just make it good.",Writing,poor
"Write a 3-page historical narrative about the rise of the Roman Empire. Include key figures, events, and cultural developments that shaped the empire's success. Format the text as a descriptive essay with a clear structure and logical progression of ideas. Assume an audience with a background in ancient history.",Writing,excellent
I'm looking for a creative story about a character who travels back in time. Keep it concise and engaging. Don't go into too much detail.,Writing,poor
"Develop a technical documentation for a new software application that enables users to manage their finances and track their expenses. The document should be 5-7 pages long, written in a technical tone, and include details on implementation, usage, and troubleshooting. Assume an audience with a background in computer science.",Writing,excellent
Write a poem about love. I want it to be beautiful and emotional. Just use your words to make me feel something.,Writing,poor
Create a 2-page persuasive piece arguing for stricter regulations on social media companies to protect user data. The piece should be targeted at a policy-making audience and include evidence from recent studies on the topic.,Writing,excellent
Can you write a short script for an animated commercial about a new breakfast cereal? Make it funny and eye-catching.,Writing,good
"I need a story about a person who overcomes a tragic event in their life. The story should be 4-5 pages long, written in the third person, and include themes of resilience and hope. Use vivid descriptions to bring the character to life.",Writing,good
"Develop a whitepaper on the potential applications of artificial intelligence in healthcare. The document should be 10-12 pages long, written in a technical tone, and include details on the current state of AI research, potential benefits, and challenges. Assume an audience with a background in computer science and medicine.",Writing,excellent
Write a piece of literary fiction about a character who grapples with their identity. I want it to be lyrical and reflective. Just explore the themes of identity and belonging.,Writing,poor
"Create a 5-page guide on how to optimize your website for search engine optimization (SEO). The guide should be written in a clear and concise tone, include actionable tips, and assume an audience with a basic understanding of web development.",Writing,good
"I'm looking for a historical fiction novel set in ancient Greece. The story should be 5-7 chapters long, written in the third person, and include themes of honor, duty, and loyalty. Use vivid descriptions to bring the setting to life.",Writing,good
"Write a 2-page critique of a recent scientific study on climate change. The piece should be targeted at a general audience with some background knowledge of the topic and include evidence from the study, as well as potential limitations and implications.",Writing,good
"Develop a technical specification for a new product that enables users to control their smart home devices with voice commands. The document should be 5-7 pages long, written in a technical tone, and include details on the hardware and software requirements, interface design, and testing procedures. Assume an audience with a background in computer science and engineering.",Writing,excellent
"Create a short story about a character who discovers a dark secret about their family's past. The story should be 2-3 pages long, written in the first person, and include a sense of shock and betrayal. Use vivid descriptions to bring the character to life.",Writing,excellent
"I need a story about a person who falls in love with someone from a different cultural background. The story should be 4-5 pages long, written in the third person, and include themes of romance, acceptance, and understanding. Use vivid descriptions to bring the characters to life.",Writing,good
"Write a 3-page historical narrative about the rise of the Renaissance in Europe. Include key figures, events, and cultural developments that shaped the movement's success. Format the text as a descriptive essay with a clear structure and logical progression of ideas. Assume an audience with a background in art history.",Writing,excellent
I'm looking for a script for a horror movie about a character who is trapped in a haunted house. Just make it scary and intense.,Writing,poor
"Create a 2-page guide on how to use social media effectively for marketing purposes. The guide should be written in a clear and concise tone, include actionable tips, and assume an audience with a basic understanding of marketing principles.",Writing,good
"Develop a technical report on the current state of cybersecurity threats and vulnerabilities in the financial sector. The report should be 10-12 pages long, written in a technical tone, and include details on the types of attacks, potential consequences, and recommendations for mitigation. Assume an audience with a background in computer science and finance.",Writing,excellent
Write a piece of creative nonfiction about a person who experiences a life-changing event. I want it to be reflective and thought-provoking. Just explore the themes of transformation and personal growth.,Writing,poor
"Create a 5-page guide on how to improve your public speaking skills. The guide should be written in a clear and concise tone, include actionable tips, and assume an audience with a basic understanding of public speaking principles.",Writing,good
"I'm looking for a historical fiction novel set in the American Civil War. The story should be 5-7 chapters long, written in the third person, and include themes of loyalty, duty, and sacrifice. Use vivid descriptions to bring the setting to life.",Writing,good
"Write a 2-page critique of a recent scientific study on the effects of social media on mental health. The piece should be targeted at a general audience with some background knowledge of the topic and include evidence from the study, as well as potential limitations and implications.",Writing,good
"Develop a technical specification for a new product that enables users to create and edit 3D models. The document should be 5-7 pages long, written in a technical tone, and include details on the hardware and software requirements, interface design, and testing procedures. Assume an audience with a background in computer-aided design (CAD) and engineering.",Writing,excellent
"Create a short story about a character who discovers a hidden talent for music. The story should be 2-3 pages long, written in the first person, and include a sense of joy and wonder. Use vivid descriptions to bring the character to life.",Writing,excellent
"I need a story about a person who overcomes a personal struggle through the help of a supportive community. The story should be 4-5 pages long, written in the third person, and include themes of resilience, hope, and acceptance. Use vivid descriptions to bring the characters to life.",Writing,good
"Write a 3-page historical narrative about the rise of the Industrial Revolution in Britain. Include key figures, events, and cultural developments that shaped the movement's success. Format the text as a descriptive essay with a clear structure and logical progression of ideas. Assume an audience with a background in history.",Writing,excellent
I'm looking for a script for a period drama about a character who navigates the complexities of aristocratic life in 18th-century England. Just make it engaging and witty.,Writing,poor
"Create a 2-page guide on how to use data visualization tools to effectively communicate data insights. The guide should be written in a clear and concise tone, include actionable tips, and assume an audience with a basic understanding of data analysis principles.",Writing,good
"Develop a technical report on the current state of renewable energy technologies and their potential applications in the power sector. The report should be 10-12 pages long, written in a technical tone, and include details on the types of technologies, potential benefits, and challenges. Assume an audience with a background in engineering and environmental science.",Writing,excellent
Write a piece of literary fiction about a character who grapples with their mental health. I want it to be thought-provoking and emotionally resonant. Just explore the themes of mental health and stigma.,Writing,poor
"Create a 5-page guide on how to improve your teamwork and collaboration skills. The guide should be written in a clear and concise tone, include actionable tips, and assume an audience with a basic understanding of team dynamics principles.",Writing,good
"I'm looking for a historical fiction novel set in ancient Egypt. The story should be 5-7 chapters long, written in the third person, and include themes of power, loyalty, and sacrifice. Use vivid descriptions to bring the setting to life.",Writing,good
"Write a 2-page critique of a recent scientific study on the effects of climate change on local ecosystems. The piece should be targeted at a general audience with some background knowledge of the topic and include evidence from the study, as well as potential limitations and implications.",Writing,good
"Develop a technical specification for a new product that enables users to track and manage their physical activity. The document should be 5-7 pages long, written in a technical tone, and include details on the hardware and software requirements, interface design, and testing procedures. Assume an audience with a background in computer science and exercise science.",Writing,excellent
"Create a short story about a character who discovers a hidden talent for art. The story should be 2-3 pages long, written in the first person, and include a sense of joy and wonder. Use vivid descriptions to bring the character to life.",Writing,excellent
"I need a story about a person who overcomes a personal struggle through the help of a supportive mentor. The story should be 4-5 pages long, written in the third person, and include themes of resilience, hope, and growth. Use vivid descriptions to bring the characters to life.",Writing,good
"Write a 500-word article on the history of artificial intelligence in the context of robotics, including at least 3 key milestones and 2 notable researchers.",Writing,excellent
"Create a 2-page character profile for a futuristic space explorer, including their background, skills, and motivations.",Writing,excellent
Write a persuasive essay on the benefits of implementing a universal basic income in a post-scarcity economy.,Writing,good
"Describe a futuristic city on a distant planet, including its architecture and population.",Writing,poor
Compose a 3-minute speech on the importance of renewable energy for a high school graduation ceremony.,Writing,excellent
"Develop a 10-page novel outline for a mystery thriller set in a 1920s speakeasy, including 3 plot twists and 2 main characters.",Writing,good
"Craft a social media post for a new line of eco-friendly clothing, including a call-to-action and a hashtag.",Writing,good
"Create a 1-page business plan for a startup that specializes in virtual reality entertainment, including a market analysis and financial projections.",Writing,excellent
Write a short story about a group of friends who discover a hidden world within their own reflection.,Writing,poor
"Design a 2-page brochure for a luxury travel company, including a description of their services and a list of destinations.",Writing,good
"Develop a 5-page script for a mock trial competition, including 3 key witness statements and 2 closing arguments.",Writing,excellent
"Compose a 30-second song lyrics for a pop song about heartbreak, including a memorable chorus and a catchy melody.",Writing,good
"Write a 2-page case study on the use of machine learning in healthcare, including a description of the methodology and a discussion of the results.",Writing,excellent
"Create a 1-page personal statement for a graduate school application, including a description of my research experience and goals.",Writing,good
"Develop a 10-page game design document for a multiplayer online game, including a description of the gameplay mechanics and a list of features.",Writing,good
"Write a 500-word essay on the impact of social media on mental health, including a discussion of the current research and a call to action.",Writing,good
"Design a 2-page menu for a new restaurant that specializes in sustainable cuisine, including a description of the dishes and a list of ingredients.",Writing,excellent
"Create a 1-page press release for a new product launch, including a description of the product and a statement from the CEO.",Writing,good
"Develop a 5-page whitepaper on the potential applications of blockchain technology in supply chain management, including a discussion of the benefits and challenges.",Writing,excellent
Write a short story about a group of friends who stumble upon a hidden underground library.,Writing,poor
"Compose a 30-second jingle for a commercial about a new energy drink, including a catchy melody and a memorable slogan.",Writing,good
"Create a 2-page marketing plan for a new product launch, including a description of the target audience and a list of marketing channels.",Writing,excellent
"Develop a 10-page research paper on the impact of climate change on global food security, including a discussion of the current research and a list of policy recommendations.",Writing,good
"Write a 500-word article on the benefits of meditation for mental health, including a discussion of the current research and a description of a mindfulness exercise.",Writing,good
"Design a 2-page website for a new non-profit organization, including a description of their mission and a list of services.",Writing,good
"Create a 1-page business card for a new entrepreneur, including a description of their business and a list of contact information.",Writing,good
"Develop a 5-page proposal for a new project, including a description of the goals and objectives and a list of resources required.",Writing,excellent
Write a short story about a group of friends who discover a hidden talent for magic.,Writing,poor
"Compose a 30-second news headline for a breaking news story about a new discovery in space, including a catchy title and a memorable sound bite.",Writing,good
"Create a 2-page press kit for a new product launch, including a description of the product and a list of key features.",Writing,good
"Develop a 10-page technical report on the design and implementation of a new software system, including a discussion of the architecture and a list of performance metrics.",Writing,excellent
"Write a 500-word article on the benefits of sustainable fashion, including a discussion of the current research and a list of eco-friendly clothing brands.",Writing,good
"Design a 2-page menu for a new restaurant that specializes in fine dining, including a description of the dishes and a list of ingredients.",Writing,excellent
"Create a 1-page brochure for a new travel agency, including a description of their services and a list of destinations.",Writing,good
"Develop a 5-page whitepaper on the potential applications of artificial intelligence in education, including a discussion of the benefits and challenges.",Writing,excellent
Write a short story about a group of friends who stumble upon a hidden world within their own dreams.,Writing,poor
"Compose a 30-second commercial script for a new line of eco-friendly cleaning products, including a catchy slogan and a memorable tagline.",Writing,good
"Create a 2-page marketing plan for a new product launch, including a description of the target audience and a list of marketing channels.",Writing,excellent
"Develop a 10-page research paper on the impact of social media on body image, including a discussion of the current research and a list of policy recommendations.",Writing,good
"Write a 500-word article on the benefits of mindfulness for mental health, including a discussion of the current research and a description of a mindfulness exercise.",Writing,good
"Design a 2-page website for a new non-profit organization, including a description of their mission and a list of services.",Writing,good
"Create a 1-page business card for a new entrepreneur, including a description of their business and a list of contact information.",Writing,good
"Develop a 5-page proposal for a new project, including a description of the goals and objectives and a list of resources required.",Writing,excellent
Write a short story about a group of friends who discover a hidden talent for music.,Writing,poor
"Compose a 30-second news headline for a breaking news story about a new discovery in medicine, including a catchy title and a memorable sound bite.",Writing,good
"Create a 2-page press kit for a new product launch, including a description of the product and a list of key features.",Writing,good
"Develop a 10-page technical report on the design and implementation of a new software system, including a discussion of the architecture and a list of performance metrics.",Writing,excellent
"Write a 500-word blog post on the benefits of using machine learning for personalized medicine, including examples and statistics. Include three case studies and a conclusion. Format the post with headings and subheadings. Use a formal tone and include a call-to-action at the end.",Writing,excellent
"Create a user manual for a new smart thermostat model. Include installation instructions, setup guide, and troubleshooting tips.",Writing,good
Write an article about AI-powered chatbots. What are they? How do they work?,Writing,poor
Generate a 5-minute script for a short YouTube video explaining the concept of blockchain technology and its applications in finance. Include animations and graphics.,Writing,excellent
Write a 100-word product description for a new smartwatch. Include features and benefits.,Writing,good
Create a fictional scenario where a company uses AI to improve customer service. What are the benefits and challenges?,Writing,poor
"Develop a comprehensive guide on cybersecurity best practices for small businesses. Include tips, tricks, and resources.",Writing,excellent
Write a social media post announcing a new product launch. Include a catchy headline and a brief description.,Writing,good
Write an essay on the impact of AI on society. Discuss the benefits and drawbacks.,Writing,poor
Create a sales pitch for a cloud-based storage solution. Include a list of features and benefits.,Writing,excellent
Write a short story about a character who discovers a hidden talent for coding. What does he learn?,Writing,good
"Explain how to use a particular programming language, including syntax and data types.",Writing,poor
Develop a marketing plan for a new e-commerce website. Include a target audience analysis and a promotional strategy.,Writing,excellent
Write a technical whitepaper on a new datacenter architecture. Include design principles and performance metrics.,Writing,good
Create a tutorial on how to build a simple machine learning model using a popular library.,Writing,excellent
Write a case study on a company that successfully implemented an AI-powered sales platform. What were the results?,Writing,good
Explain the concept of data analytics and its importance in business decision-making.,Writing,poor
"Develop a comprehensive guide on web development best practices. Include tips, tricks, and resources.",Writing,excellent
Write a 30-minute script for a podcast on the latest trends in AI research.,Writing,good
Create a sales page for a software product. Include a list of features and benefits.,Writing,excellent
Write a short poem about the beauty of algorithms.,Writing,poor
"Develop a comprehensive guide on cloud security best practices. Include tips, tricks, and resources.",Writing,excellent
Write a 100-word product description for a new smart speaker. Include features and benefits.,Writing,good
Create a tutorial on how to create a custom AI model using a popular framework.,Writing,excellent
Write a case study on a company that successfully implemented an AI-powered marketing platform. What were the results?,Writing,good
Explain the concept of natural language processing and its applications.,Writing,poor
"Develop a comprehensive guide on DevOps best practices. Include tips, tricks, and resources.",Writing,excellent
Write a 60-minute script for a webinar on the latest trends in data science.,Writing,good
Create a sales page for a cloud-based service. Include a list of features and benefits.,Writing,excellent
Write a short story about a character who discovers a hidden talent for game development. What does he learn?,Writing,good
Explain the concept of cybersecurity and its importance in business.,Writing,poor
"Develop a comprehensive guide on agile project management best practices. Include tips, tricks, and resources.",Writing,excellent
Write a 200-word article on the benefits of using cloud-based storage for small businesses. Include examples and statistics.,Writing,good
Create a user manual for a new software product. Include installation instructions and setup guide.,Writing,excellent
Write a case study on a company that successfully implemented an AI-powered chatbot. What were the results?,Writing,good
Explain the concept of data visualization and its importance in business decision-making.,Writing,poor
"Develop a comprehensive guide on machine learning best practices. Include tips, tricks, and resources.",Writing,excellent
Write a 15-minute script for a social media video on the latest trends in AI research.,Writing,good
Create a sales page for a hardware product. Include a list of features and benefits.,Writing,excellent
Write an essay on the impact of AI on the job market. Discuss the benefits and drawbacks.,Writing,poor
"Develop a comprehensive guide on web accessibility best practices. Include tips, tricks, and resources.",Writing,excellent
Write a 100-word product description for a new smartwatch. Include features and benefits.,Writing,good
Create a tutorial on how to create a custom API using a popular framework.,Writing,excellent
"Write a 500-word short story about a young girl who discovers a hidden garden in her grandfather's attic, set in 19th century England, in first person narrative, using a mix of formal and informal language.",Writing,excellent
"Describe the architecture of the Eiffel Tower, focusing on its engineering and historical significance.",Writing,excellent
Create a list of 10 common medical conditions that can be treated with physical therapy.,Writing,excellent
"Write a poem about the changing seasons, using at least 5 senses.",Writing,excellent
"Develop a marketing plan for a new eco-friendly energy drink, targeting health-conscious millennials.",Writing,excellent
Explain the concept of blockchain technology in simple terms.,Writing,good
"Create a character sketch of a 30-year-old entrepreneur who just launched a successful startup, focusing on their motivations and personality traits.",Writing,good
Write a script for a 2-minute video about the benefits of meditation for mental health.,Writing,good
"Describe the cultural significance of the Taj Mahal, including its history and symbolism.",Writing,good
"Design a brochure for a new yoga studio, highlighting its unique features and classes.",Writing,good
Explain the difference between a hypothesis and a theory in scientific research.,Writing,good
Write a 3-paragraph summary of the book 'To Kill a Mockingbird'.,Writing,good
Create a list of the 10 most popular programming languages used in web development.,Writing,good
Develop a 5-step plan to improve website accessibility for people with disabilities.,Writing,good
Describe the key features of a 5G network.,Writing,good
Write a short story about a group of friends who go on a road trip across the United States.,Writing,poor
Tell me about artificial intelligence.,Writing,poor
Create a story about a superhero who saves the world from an alien invasion.,Writing,poor
Write a poem about love.,Writing,poor
Explain the concept of a black hole.,Writing,poor
Write a script for a movie about a group of friends who go on a adventure.,Writing,poor
Describe a typical day in the life of a software engineer.,Writing,poor
Create a marketing plan for a new product.,Writing,poor
Explain the benefits of regular exercise.,Writing,poor
Write a short story about a person who discovers a hidden treasure.,Writing,poor
Describe the cultural significance of a traditional holiday.,Writing,poor
Create a character sketch of a fictional character.,Writing,poor
Write a script for a video about the benefits of sustainable living.,Writing,poor
Describe the key features of a new smartphone model.,Writing,poor
Develop a 5-step plan to improve mental health.,Writing,poor
Explain the concept of a cryptocurrency.,Writing,poor
Write a poem about nature.,Writing,poor
Create a marketing plan for a new restaurant.,Writing,poor
Describe a typical day in the life of a chef.,Writing,poor
Explain the benefits of meditation.,Writing,poor
Write a short story about a group of friends who go on a vacation.,Writing,poor
Describe the cultural significance of a traditional dance.,Writing,poor
Create a character sketch of a historical figure.,Writing,poor
Write a script for a video about the benefits of a plant-based diet.,Writing,poor
Describe the key features of a new laptop model.,Writing,poor
Develop a 5-step plan to improve physical health.,Writing,poor
Explain the concept of a social media platform.,Writing,poor
Write a poem about friendship.,Writing,poor
Create a marketing plan for a new business.,Writing,poor
Describe a typical day in the life of a doctor.,Writing,poor
"Research potential applications of Graph Neural Networks in predicting stock market prices within the next 5 years, considering a minimum 3-year historical dataset. Please provide a detailed report in a Word document, 10-15 pages, with at least 2 references per section. ",Research,excellent
"List top 10 most efficient machine learning algorithms for text classification, focusing on accuracy and processing speed. ",Research,good
Study the effect of AI on human employment. ,Research,poor
"Develop a recommendation system for E-commerce websites using collaborative filtering and matrix factorization. Please implement the model in Python with a code repository hosted on GitHub. Provide a detailed report in a Jupyter Notebook, including explanation, code, and visualizations. ",Research,excellent
What are some key differences between supervised and unsupervised machine learning? ,Research,good
Research the impact of deep learning on medical imaging analysis. ,Research,poor
